6,14,9,8,C
7,14,7,7,C
11,12,8,6,C
2,8,5,2,A
8,12,7,7,C
1,11,11,2,A
3,10,9,6,C
10,13,7,7,C
2,8,7,4,A
2,8,9,3,A
5,8,6,8,A
11,13,6,8,C
6,12,11,8,C
2,8,8,2,A
7,11,10,8,C
7,12,7,8,C
2,8,7,4,A
3,11,7,6,C
7,12,8,8,C
1,8,8,1,A
6,14,9,7,C
3,8,8,3,A
9,14,7,7,C
2,9,9,3,A
9,13,9,8,C
8,12,7,7,C
2,8,8,4,A
8,13,8,8,C
8,14,8,8,C
0,8,6,7,A
5,10,7,7,C
1,8,7,6,A
7,13,10,8,C
4,11,8,6,C
2,9,10,2,A
8,13,8,8,C
8,9,12,10,C
6,10,6,7,C
7,13,10,8,C
10,15,7,7,C
11,14,4,8,C
3,9,10,3,A
1,8,8,5,A
8,14,11,7,C
6,11,8,6,C
3,9,9,2,A
2,8,8,2,A
1,8,6,5,A
2,9,9,2,A
1,8,6,6,A
1,8,7,4,A
7,11,7,7,C
0,8,7,4,A
2,9,9,3,A
10,13,6,7,C
2,9,9,2,A
8,14,10,8,C
6,8,7,8,C
2,8,6,2,A
5,10,7,7,A
2,10,12,1,A
2,12,11,2,A
8,13,8,8,C
2,10,10,2,A
2,8,8,3,A
2,7,5,4,A
11,12,7,7,C
7,9,7,7,C
5,11,7,6,C
2,8,7,3,A
3,10,7,7,C
3,9,10,2,A
2,9,8,3,A
1,9,9,2,A
6,10,11,8,C
2,8,5,3,A
4,10,7,7,C
3,7,6,2,A
2,8,7,3,A
6,13,5,8,C
7,13,8,8,C
0,8,6,5,A
2,9,8,4,A
1,9,8,5,A
7,12,11,8,C
8,13,12,8,C
5,10,7,6,A
9,11,10,7,C
0,8,7,4,A
2,8,6,2,A
8,13,7,7,C
8,14,8,8,C
7,9,6,7,C
1,8,8,6,A
7,14,8,8,C
10,13,7,7,C
2,9,8,2,A
8,14,7,8,C
1,9,9,2,A
7,12,12,8,C
11,12,8,6,C
4,8,6,8,A
2,8,5,3,A
1,9,9,2,A
3,8,7,7,A
1,8,6,2,A
7,12,6,7,C
2,8,7,3,A
6,13,12,7,C
8,13,7,8,C
2,8,6,3,A
8,13,7,8,C
9,14,5,8,C
2,7,5,2,A
2,10,12,3,A
9,13,6,6,C
7,9,13,8,C
4,8,7,8,A
6,6,7,7,A
5,11,7,6,C
7,13,11,9,C
8,13,9,8,C
10,12,7,7,C
11,12,7,7,C
6,11,11,8,C
5,9,11,8,C
7,12,10,8,C
7,13,12,7,C
1,9,9,2,A
2,9,8,3,A
2,8,8,2,A
7,13,10,8,C
2,8,9,3,A
6,11,11,8,C
7,11,12,9,C
3,9,11,2,A
2,8,5,3,A
2,9,9,3,A
7,14,8,8,C
4,10,9,7,C
7,13,9,8,C
3,6,4,5,A
5,11,7,7,C
5,8,7,7,A
5,11,7,8,A
2,8,5,2,A
1,8,7,4,A
2,9,10,2,A
10,12,8,6,C
2,8,8,2,A
6,7,11,9,C
9,13,8,8,C
2,8,6,2,A
4,9,7,7,A
1,8,6,3,A
6,11,8,7,C
2,14,11,1,A
1,8,8,5,A
6,14,11,7,C
4,9,7,8,A
1,9,8,4,A
0,8,7,4,A
1,9,8,5,A
1,8,6,6,A
3,8,5,3,A
5,11,8,7,C
5,11,7,7,C
2,8,9,2,A
2,10,10,2,A
9,13,11,9,C
2,9,9,2,A
1,11,10,2,A
7,13,8,8,C
8,8,13,10,C
1,8,6,5,A
3,11,9,5,C
8,11,10,7,C
8,14,12,7,C
8,11,9,8,C
7,12,11,9,C
1,11,9,3,A
2,8,5,2,A
2,7,6,3,A
2,8,7,3,A
2,9,10,2,A
2,8,7,2,A
6,14,5,9,C
0,8,6,7,A
7,12,8,8,C
8,9,11,10,C
1,8,7,4,A
8,13,5,7,C
1,9,9,2,A
2,9,8,4,A
2,9,9,2,A
7,12,11,8,C
2,8,8,3,A
1,8,8,5,A
6,12,4,8,C
1,8,8,4,A
10,14,9,6,C
8,8,11,10,C
8,12,12,8,C
0,8,7,5,A
4,10,7,7,C
3,8,7,3,A
3,9,10,2,A
1,8,5,2,A
11,14,7,6,C
8,14,6,8,C
2,9,9,3,A
4,9,10,8,C
7,11,11,9,C
10,12,6,8,C
2,10,12,3,A
6,10,12,9,C
1,8,7,2,A
3,9,11,2,A
3,8,12,4,A
8,8,12,8,C
8,11,11,9,C
7,13,7,7,C
4,8,7,8,A
4,10,6,7,C
3,9,10,2,A
8,14,7,8,C
4,8,6,8,A
8,13,8,8,C
2,8,11,2,A
6,15,8,8,C
7,12,10,8,C
8,13,9,9,C
2,11,12,0,A
3,10,8,8,C
2,10,11,2,A
1,9,8,3,A
3,10,11,3,A
1,8,6,4,A
5,9,7,8,A
2,7,6,3,A
3,8,9,3,A
3,8,7,3,A
3,10,9,8,C
1,8,7,6,A
0,8,7,4,A
2,12,9,1,A
2,12,11,2,A
1,9,8,2,A
7,13,8,8,C
7,11,7,7,C
8,14,12,7,C
0,8,7,4,A
3,7,6,2,A
4,8,7,8,A
2,13,11,2,A
3,7,6,3,A
2,8,7,2,A
9,13,9,8,C
10,13,6,7,C
0,8,7,4,A
1,8,7,5,A
6,14,9,8,C
2,8,6,2,A
2,8,7,2,A
4,9,7,6,C
8,11,11,8,C
1,8,6,5,A
0,8,7,3,A
3,11,7,6,C
2,11,10,3,A
10,12,7,7,C
2,12,8,2,A
0,8,7,4,A
2,9,9,2,A
3,7,6,2,A
10,13,7,7,C
10,14,7,7,C
7,7,11,8,C
5,10,7,8,A
2,9,8,2,A
2,11,10,3,A
10,12,6,8,C
2,9,10,2,A
0,7,5,4,A
4,8,7,8,A
4,7,6,8,A
3,7,4,3,A
7,8,12,9,C
1,8,7,6,A
10,12,7,7,C
3,8,8,3,A
6,11,11,8,C
6,11,9,8,C
4,11,7,7,C
7,13,10,8,C
3,8,9,2,A
7,7,12,9,C
4,11,8,6,C
5,9,9,9,C
5,10,7,7,A
2,9,11,3,A
8,13,11,8,C
2,8,5,2,A
7,13,10,8,C
2,8,7,2,A
2,9,9,2,A
11,12,7,6,C
5,11,7,7,C
2,10,8,3,A
6,14,11,7,C
10,14,9,6,C
1,9,8,3,A
1,8,7,5,A
8,8,11,10,C
7,13,9,8,C
7,12,12,8,C
2,8,7,3,A
0,8,7,5,A
8,14,8,8,C
1,8,7,4,A
2,9,9,3,A
2,12,10,3,A
2,9,9,3,A
6,13,12,8,C
8,11,7,7,C
6,12,11,8,C
3,9,8,3,A
7,12,11,9,C
1,8,7,5,A
0,8,7,7,A
2,8,8,2,A
3,8,9,3,A
4,8,6,8,A
6,10,12,9,C
8,14,7,7,C
8,14,8,8,C
1,8,8,5,A
8,12,13,7,C
0,8,7,4,A
3,10,9,7,C
7,12,8,8,C
0,8,7,4,A
5,11,7,7,C
3,11,8,6,C
2,9,9,2,A
3,11,8,4,C
8,12,5,7,C
5,6,8,5,A
3,10,11,2,A
4,10,9,8,C
8,12,9,8,C
0,8,7,5,A
2,8,7,2,A
0,8,7,4,A
7,12,12,8,C
5,11,7,8,C
4,11,7,7,C
3,10,9,7,C
4,8,7,7,A
2,9,9,2,A
2,12,8,2,A
6,13,5,8,C
2,9,11,3,A
4,11,8,5,C
3,9,10,2,A
4,11,9,6,C
2,10,8,4,A
7,11,12,9,C
1,8,7,6,A
2,8,7,2,A
6,11,6,7,C
1,8,6,6,A
6,12,9,8,C
7,8,11,7,C
8,13,7,7,C
9,14,7,7,C
2,12,8,2,A
8,11,11,9,C
7,12,12,8,C
2,12,10,0,A
4,8,7,8,A
2,10,12,3,A
8,14,7,7,C
2,9,11,2,A
6,11,11,9,C
8,10,12,7,C
1,8,7,5,A
8,14,11,7,C
2,8,6,2,A
8,14,7,8,C
0,8,7,3,A
1,8,6,6,A
1,8,7,2,A
3,11,9,6,C
3,9,10,2,A
9,10,8,7,C
3,9,10,3,A
5,8,6,9,A
1,8,6,5,A
1,8,8,5,A
0,8,7,4,A
1,8,5,5,A
2,10,8,4,A
7,12,11,9,C
0,8,7,4,A
2,8,7,3,A
1,8,6,4,A
1,7,6,2,A
3,6,4,5,A
1,11,9,2,A
2,10,8,3,A
5,5,9,5,A
5,9,7,7,C
7,13,8,8,C
3,11,7,4,A
1,11,12,1,A
2,7,5,4,A
2,9,9,3,A
6,12,11,8,C
0,8,7,5,A
8,14,11,7,C
5,6,8,5,A
0,8,7,4,A
2,9,9,2,A
4,9,11,3,A
4,10,6,7,C
8,13,7,7,C
4,6,6,5,A
6,14,11,8,C
6,11,6,9,C
7,10,12,9,C
0,8,7,6,A
2,12,9,0,A
3,9,10,2,A
7,13,8,8,C
4,8,8,10,C
7,11,12,8,C
2,12,11,2,A
3,10,6,7,C
2,9,9,4,A
10,13,10,7,C
8,12,12,9,C
11,14,7,7,C
3,11,9,7,C
9,14,7,7,C
6,13,12,8,C
0,8,6,5,A
1,8,6,7,A
3,8,7,3,A
7,11,12,8,C
12,15,7,7,C
7,14,11,8,C
8,13,12,8,C
1,8,7,4,A
1,8,7,5,A
5,11,7,6,C
2,7,6,2,A
7,14,7,7,C
4,11,7,7,C
2,8,9,2,A
4,11,8,6,C
3,8,7,3,A
8,11,12,9,C
2,9,9,2,A
2,9,8,2,A
7,14,7,9,C
6,11,11,9,C
10,11,6,8,C
7,14,10,8,C
7,13,7,7,C
8,13,12,8,C
2,8,8,2,A
7,11,12,8,C
4,11,7,7,C
2,8,7,2,A
2,8,7,2,A
1,8,7,3,A
5,8,7,7,A
8,9,11,10,C
2,8,7,4,A
3,9,9,4,A
9,10,11,9,C
5,8,6,9,A
4,11,7,7,C
2,8,7,4,A
7,13,10,8,C
8,12,12,8,C
0,11,10,1,A
8,14,7,7,C
8,12,11,8,C
7,14,11,7,C
0,8,6,5,A
10,14,7,7,C
2,8,7,2,A
10,13,6,8,C
2,12,11,2,A
2,9,9,3,A
1,9,9,2,A
1,8,7,5,A
4,9,7,6,C
9,13,6,7,C
10,13,6,7,C
1,8,7,6,A
8,12,12,8,C
2,9,9,2,A
6,9,7,8,A
2,10,8,3,A
1,8,6,4,A
2,9,10,3,A
7,11,11,9,C
2,7,7,2,A
0,8,8,5,A
1,8,7,4,A
7,8,12,9,C
8,7,13,9,C
6,14,9,8,C
10,12,5,9,C
1,8,6,5,A
9,13,8,7,C
1,13,11,0,A
3,9,10,2,A
2,8,8,2,A
7,13,9,8,C
2,9,8,3,A
8,12,9,8,C
4,11,8,5,C
7,9,12,6,C
8,11,12,9,C
8,14,8,8,C
0,8,7,5,A
4,8,8,5,A
0,8,7,4,A
8,9,13,8,C
1,8,7,2,A
7,13,13,6,C
2,9,8,2,A
9,14,7,7,C
7,13,7,7,C
4,8,8,7,A
8,10,12,9,C
4,8,7,8,A
8,13,6,7,C
8,12,12,8,C
6,12,10,8,C
2,8,7,2,A
10,12,7,8,C
1,8,7,3,A
11,12,7,7,C
7,13,8,8,C
7,15,7,9,C
0,8,7,4,A
2,9,9,3,A
7,12,9,8,C
9,13,7,7,C
7,12,12,8,C
2,8,7,3,A
4,6,7,5,A
8,9,13,8,C
3,7,6,3,A
0,8,7,5,A
3,9,9,3,A
5,9,6,7,A
4,12,10,4,A
8,14,7,8,C
10,12,7,7,C
6,14,6,9,C
6,12,5,8,C
0,8,7,4,A
6,8,11,9,C
7,13,12,7,C
4,11,9,6,C
1,8,5,2,A
5,8,7,7,A
6,13,5,8,C
7,12,8,8,C
2,7,7,2,A
2,8,9,2,A
6,7,11,8,C
3,6,3,5,A
2,9,10,3,A
2,11,11,2,A
9,14,5,7,C
2,8,7,2,A
2,9,10,3,A
3,8,11,3,A
3,12,10,4,A
10,13,7,7,C
8,12,12,8,C
0,8,6,4,A
2,8,7,3,A
2,9,9,2,A
4,9,7,8,A
8,11,11,10,C
6,13,8,7,C
3,8,9,3,A
2,9,8,2,A
3,9,10,3,A
2,9,8,3,A
7,13,11,8,C
0,8,7,4,A
2,8,6,4,A
3,6,4,5,A
7,12,7,7,C
8,12,8,8,C
2,8,6,2,A
7,13,11,8,C
3,10,9,8,C
1,8,7,2,A
2,9,10,2,A
3,8,7,3,A
0,8,7,3,A
11,13,6,7,C
11,14,9,6,C
7,13,8,8,C
2,8,8,2,A
2,8,9,3,A
7,14,11,7,C
6,13,11,7,C
5,12,8,6,C
5,11,7,6,C
6,15,8,8,C
3,9,11,2,A
2,11,11,2,A
7,14,10,7,C
1,8,7,6,A
7,12,9,8,C
2,9,9,3,A
1,8,7,5,A
2,8,5,3,A
7,12,10,8,C
8,13,11,8,C
4,9,7,7,A
5,14,9,8,C
3,6,7,5,A
4,9,9,9,C
2,8,11,3,A
9,13,6,7,C
0,8,7,4,A
4,9,7,8,A
8,14,7,7,C
2,7,6,2,A
4,9,9,9,C
2,9,9,2,A
7,7,13,9,C
2,11,12,2,A
7,12,12,8,C
4,9,7,8,A
7,14,9,8,C
7,13,10,8,C
7,8,6,7,C
10,15,6,7,C
4,9,7,8,A
2,9,9,2,A
8,12,12,8,C
3,9,9,2,A
3,8,12,4,A
2,12,8,2,A
2,8,6,3,A
2,8,7,2,A
2,10,8,3,A
2,11,10,3,A
2,8,5,3,A
2,9,10,4,A
7,12,11,8,C
7,14,8,8,C
1,8,6,5,A
1,8,7,2,A
2,9,8,2,A
2,9,9,2,A
2,9,10,2,A
1,8,6,4,A
4,7,6,8,A
3,8,9,2,A
5,5,9,5,A
3,11,9,5,C
7,12,9,8,C
7,13,11,8,C
1,9,8,2,A
4,6,6,8,A
7,14,8,8,C
10,14,7,7,C
8,11,12,9,C
8,13,8,8,C
0,8,7,4,A
1,8,7,4,A
8,14,7,8,C
2,8,5,3,A
1,8,8,4,A
0,8,6,4,A
3,6,5,5,A
4,11,7,7,C
7,13,8,7,C
4,8,7,8,A
10,15,6,7,C
1,12,10,1,A
0,7,6,4,A
2,8,7,2,A
2,9,9,2,A
10,13,7,6,C
2,11,8,3,A
4,9,7,9,A
1,8,6,5,A
2,8,7,2,A
10,13,7,7,C
0,8,7,6,A
2,9,10,3,A
1,9,9,2,A
7,14,7,8,C
3,9,10,2,A
1,8,7,5,A
8,12,5,7,C
11,13,6,8,C
3,11,7,5,C
4,9,12,2,A
1,9,8,5,A
7,12,8,8,C
6,13,11,7,C
5,12,8,6,C
6,11,9,8,C
3,9,9,8,C
6,9,6,8,C
2,8,7,2,A
2,8,7,2,A
4,11,6,7,C
7,12,12,8,C
2,9,9,2,A
4,8,7,8,A
7,13,8,8,C
7,13,9,8,C
7,8,13,8,C
0,8,7,4,A
4,11,7,6,C
7,13,8,8,C
2,9,9,3,A
7,13,8,8,C
6,11,6,8,C
7,13,8,8,C
0,8,8,5,A
3,9,9,4,A
5,7,7,8,A
2,9,9,3,A
2,8,6,3,A
1,9,8,2,A
0,8,7,4,A
2,8,6,4,A
6,12,5,9,C
1,10,9,3,A
1,9,8,2,A
7,8,7,6,C
9,12,5,8,C
8,9,11,9,C
6,10,7,7,C
6,11,6,7,C
5,10,7,6,C
2,8,7,2,A
2,8,7,2,A
2,8,5,2,A
2,9,9,3,A
7,8,13,9,C
1,8,8,4,A
7,13,8,8,C
1,8,7,2,A
9,13,9,6,C
6,11,12,7,C
5,5,10,5,A
7,13,12,7,C
7,13,10,8,C
7,11,12,9,C
1,8,7,5,A
4,9,6,8,A
7,12,9,8,C
2,9,10,2,A
2,8,5,3,A
8,10,12,9,C
8,11,13,8,C
3,8,8,1,A
2,11,7,3,A
0,8,8,5,A
8,11,11,9,C
8,10,12,10,C
2,11,11,2,A
0,8,7,4,A
7,10,12,9,C
6,13,8,8,C
7,12,11,8,C
3,9,11,2,A
11,13,9,6,C
3,8,6,3,A
2,8,6,3,A
3,9,10,2,A
9,15,7,7,C
2,7,7,2,A
3,9,10,3,A
2,9,7,3,A
8,14,8,9,C
9,10,13,9,C
8,13,8,8,C
2,8,7,3,A
1,8,6,6,A
5,6,7,7,A
4,11,7,8,C
3,8,12,3,A
9,10,6,7,C
6,10,12,9,C
0,8,7,4,A
8,12,12,8,C
3,11,7,6,C
4,7,7,8,A
4,12,9,5,C
0,8,7,4,A
8,12,12,8,C
6,10,11,9,C
7,12,12,8,C
1,9,8,2,A
3,6,5,5,A
2,8,6,3,A
9,13,10,8,C
5,11,7,7,C
11,14,7,7,C
4,6,7,5,A
5,11,7,6,C
10,14,6,7,C
2,8,5,2,A
4,9,7,7,A
3,8,8,3,A
8,12,9,8,C
6,13,6,7,C
2,9,10,3,A
2,9,9,2,A
2,9,8,3,A
3,8,8,2,A
10,13,7,7,C
2,9,10,2,A
7,13,11,8,C
4,9,7,7,A
1,8,7,2,A
7,12,11,9,C
4,10,6,7,C
2,9,9,3,A
0,8,7,4,A
7,11,12,9,C
7,14,8,8,C
6,12,11,8,C
2,8,7,1,A
5,11,6,8,C
10,13,5,8,C
7,11,12,8,C
2,9,7,3,A
8,13,8,7,C
2,11,11,3,A
4,8,6,8,A
2,9,10,3,A
8,14,5,9,C
9,14,8,7,C
4,8,7,6,A
5,9,7,7,C
6,11,11,9,C
4,7,6,8,A
2,7,6,2,A
2,9,8,3,A
4,8,6,9,A
2,10,8,2,A
5,9,7,7,C
1,9,8,5,A
8,12,12,7,C
8,12,10,9,C
3,7,5,5,A
2,8,8,2,A
2,8,7,2,A
2,7,5,3,A
8,7,13,9,C
1,9,9,2,A
0,8,7,4,A
9,12,6,7,C
6,5,6,7,A
7,14,8,8,C
7,13,8,8,C
2,7,6,2,A
2,12,7,3,A
4,12,10,6,C
2,10,8,3,A
2,9,10,2,A
8,13,8,8,C
6,9,7,7,A
2,9,8,3,A
5,6,6,7,A
7,12,11,8,C
8,13,8,8,C
2,8,7,3,A
3,8,11,4,A
1,8,6,4,A
1,8,6,4,A
7,7,12,8,C
4,10,7,7,C
4,9,7,6,A
4,9,6,8,A
3,8,7,3,A
1,8,8,6,A
9,13,7,7,C
2,9,9,3,A
7,13,10,7,C
8,11,12,9,C
2,9,9,3,A
0,8,7,5,A
1,9,9,2,A
4,9,7,7,C
1,8,8,6,A
7,13,8,8,C
0,8,7,4,A
4,8,6,8,A
6,8,7,7,C
3,10,8,7,C
10,14,7,7,C
8,12,5,7,C
1,8,8,2,A
3,11,9,7,C
3,13,12,1,A
7,12,11,8,C
6,9,6,7,C
8,13,12,8,C
5,6,10,5,A
6,8,11,9,C
2,8,6,2,A
10,14,7,7,C
6,12,12,8,C
2,8,8,2,A
3,9,10,3,A
9,13,7,7,C
2,9,9,3,A
7,12,11,8,C
6,12,13,7,C
2,10,8,7,C
2,8,9,2,A
0,8,6,4,A
2,8,8,2,A
7,12,9,8,C
5,10,7,8,C
2,8,11,3,A
2,9,9,1,A
11,14,7,7,C
8,12,13,9,C
3,9,10,2,A
7,15,9,8,C
7,14,11,7,C
5,6,5,5,A
3,11,9,6,C
8,12,10,9,C
10,11,6,8,C
2,8,9,2,A
7,11,12,8,C
7,13,8,8,C
7,13,10,8,C
7,12,11,9,C
6,12,5,8,C
10,15,8,7,C
7,13,9,8,C
2,9,10,3,A
7,13,7,7,C
2,11,8,3,A
1,10,10,3,A
2,8,10,3,A
6,10,7,8,A
2,8,9,2,A
2,8,6,2,A
0,8,7,6,A
11,13,7,7,C
0,8,7,4,A
3,11,8,6,C
1,9,9,3,A
7,13,8,8,C
7,13,11,8,C
3,8,7,3,A
10,11,7,7,C
2,8,7,3,A
1,8,7,2,A
1,8,7,6,A
10,13,8,6,C
3,8,9,1,A
4,10,9,8,C
0,8,7,4,A
6,11,8,6,C
7,6,11,9,C
4,10,7,7,C
7,13,8,8,C
2,9,8,4,A
0,8,7,4,A
8,12,10,8,C
2,9,8,2,A
8,12,12,9,C
3,8,7,3,A
1,8,6,4,A
7,14,8,7,C
1,8,6,4,A
8,13,11,8,C
7,14,11,7,C
2,8,8,4,A
4,9,9,9,C
3,9,12,3,A
0,8,7,3,A
2,9,9,2,A
4,6,6,6,A
8,13,11,8,C
5,8,6,9,A
0,8,6,4,A
7,10,11,9,C
2,9,9,2,A
7,12,11,8,C
3,9,11,3,A
1,8,7,5,A
3,8,9,3,A
1,10,8,2,A
4,11,7,6,C
2,8,7,2,A
7,13,11,7,C
0,8,6,5,A
5,8,9,10,C
2,9,8,3,A
1,8,7,2,A
1,8,6,3,A
5,11,7,5,C
10,13,8,7,C
2,9,10,2,A
4,11,8,6,C
7,10,12,9,C
7,13,11,8,C
6,14,9,8,C
8,10,13,8,C
9,11,8,7,C
1,8,7,3,A
6,11,11,8,C
3,9,10,2,A
2,11,8,4,A
5,11,8,6,C
8,11,5,7,C
6,13,4,8,C
8,11,8,7,C
2,9,10,3,A
9,13,8,7,C
4,10,7,7,A
7,11,11,9,C
3,9,9,4,A
10,13,8,7,C
0,8,7,5,A
6,14,9,8,C
1,9,11,2,A
11,13,9,6,C
2,8,7,2,A
4,5,6,5,A
3,8,7,3,A
8,10,13,8,C
7,12,8,8,C
2,9,10,3,A
3,8,11,3,A
2,12,11,2,A
6,12,11,8,C
2,12,10,0,A
3,6,4,5,A
11,12,7,7,C
7,13,8,8,C
7,13,12,8,C
4,8,7,6,A
3,10,10,2,A
7,13,11,7,C
10,14,8,7,C
5,7,7,7,A
10,14,7,7,C
1,8,7,5,A
2,9,9,3,A
7,13,10,8,C
10,15,7,7,C
10,15,6,7,C
9,14,7,7,C
2,7,6,2,A
10,14,7,7,C
8,10,9,8,C
1,8,6,5,A
8,15,7,8,C
7,15,7,8,C
6,10,6,7,C
1,9,9,3,A
7,14,11,8,C
2,8,7,2,A
2,12,10,1,A
2,9,10,2,A
1,8,7,2,A
10,14,7,7,C
2,9,10,3,A
7,15,10,7,C
7,14,10,7,C
1,9,8,3,A
8,13,7,7,C
2,9,10,2,A
6,13,7,7,C
6,12,12,8,C
1,8,7,4,A
8,13,9,8,C
0,8,6,5,A
2,7,4,3,A
7,9,11,8,C
8,13,9,8,C
1,8,7,4,A
2,9,10,3,A
9,11,6,8,C
2,9,9,1,A
10,13,5,8,C
6,14,6,8,C
0,8,6,5,A
1,8,7,4,A
1,8,6,6,A
4,11,7,6,C
5,11,9,8,C
9,13,9,8,C
1,8,8,2,A
6,7,11,8,C
7,12,9,8,C
3,10,12,2,A
1,8,7,6,A
2,8,7,2,A
2,9,9,3,A
10,14,7,7,C
7,13,8,8,C
2,7,6,1,A
9,11,7,6,C
6,12,10,8,C
2,7,6,2,A
2,8,8,3,A
10,14,7,7,C
7,9,12,9,C
2,8,8,3,A
8,14,8,8,C
8,14,7,7,C
2,9,8,3,A
1,8,7,4,A
1,8,7,4,A
9,13,7,7,C
2,10,10,1,A
7,12,12,8,C
8,11,12,9,C
7,13,8,8,C
9,13,12,8,C
6,8,11,7,C
0,8,7,3,A
9,13,6,8,C
